Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros,Conversion Ratio,Warehouse Name,Warehouse Country,Warehouse City,Road,Rail,Sea,Air,total_dist,Location,Warehouse_Latitude,Warehouse_Longitude,Latitude,Longitude,KG,CO2 Road,CO2 Rail,CO2 Sea,CO2 Air,CO2 Total
2021-01-18,1-2021,3403434,5003451-51,21001785,1,8308611-11,50.0,32.03,0.02219,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.1095000000000002,0.03143861448000001,0.0,0.0,2.0363763000000006,2.0678149144800004
2021-01-18,1-2021,3403434,5003451-51,21001785,2,8308581-81,50.0,32.03,0.02219,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.1095000000000002,0.03143861448000001,0.0,0.0,2.0363763000000006,2.0678149144800004
2021-01-18,1-2021,3403434,5003451-51,21001785,3,802052-52,60.0,47.81,0.02759,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.6554,0.046907149536000003,0.0,0.0,3.03832116,3.0852283095360002
2021-01-18,1-2021,3403434,5003451-51,21001785,4,802054-54,50.0,39.85,0.02759,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.3795,0.03908929128,0.0,0.0,2.5319342999999996,2.5710235912799995
2021-01-18,1-2021,3403434,5003451-51,21001785,5,830864-64,10.0,14.63,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.547599999999999,0.015516705983999974,0.0,0.0,1.0050650399999983,1.0205817459839983
2021-01-18,1-2021,3403434,5003451-51,21001785,6,830863-63,20.0,29.25,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.095199999999998,0.031033411967999948,0.0,0.0,2.0101300799999966,2.0411634919679966
2021-01-18,1-2021,3403434,5003451-51,21001785,7,830865-65,20.0,29.25,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.095199999999998,0.031033411967999948,0.0,0.0,2.0101300799999966,2.0411634919679966
2021-01-18,1-2021,3403434,5003451-51,21001785,8,949875-75,20.0,15.94,0.0349,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.698,0.019778416320000002,0.0,0.0,1.2811092,1.30088761632
2021-01-18,1-2021,3403434,5003451-51,21001785,9,949871-71,20.0,15.94,0.0349,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.698,0.019778416320000002,0.0,0.0,1.2811092,1.30088761632
2021-01-18,1-2021,3403434,5003451-51,21001785,10,949869-69,20.0,29.05,0.0599,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.198,0.03394633632,0.0,0.0,2.1988092,2.23275553632
2021-01-18,1-2021,3403434,5003451-51,21001785,11,918533-33,20.0,29.25,0.05568,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.1136,0.031554791424,0.0,0.0,2.04390144,2.075456231424
2021-01-18,1-2021,3403434,5003451-51,21001785,13,802798-98,20.0,18.46,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.64,0.018134937600000005,0.0,0.0,1.1746560000000001,1.1927909376
2021-01-18,1-2021,3403434,5003451-51,21001785,14,8957921-21,40.0,28.04,0.0200799999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.803199999999996,0.02275934668799989,0.0,0.0,1.4741932799999928,1.4969526266879927
2021-01-18,1-2021,3403434,5003451-51,21001785,15,872721-21,30.0,19.22,0.02219,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.6657000000000001,0.018863168688000004,0.0,0.0,1.22182578,1.2406889486880002
2021-01-18,1-2021,3403434,5003451-51,21001785,16,872723-23,20.0,29.25,0.0547599999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.095199999999998,0.031033411967999948,0.0,0.0,2.0101300799999966,2.0411634919679966
2021-01-18,1-2021,3403434,5003451-51,21001785,17,802077-77,80.0,73.22,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.52,0.04307047680000001,0.0,0.0,2.7898080000000003,2.8328784768000004
2021-01-18,1-2021,3403434,5003451-51,21001785,19,897785-85,40.0,38.54,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.76,0.021535238400000004,0.0,0.0,1.3949040000000001,1.4164392384000002
2021-01-18,1-2021,3403434,5003451-51,21001785,20,935588-88,20.0,44.99,0.03488,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.6976,0.019767081984000005,0.0,0.0,1.2803750400000002,1.3001421219840001
2021-01-18,1-2021,3403434,5003451-51,21001785,21,902126-26,60.0,77.17,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.14,0.0323028576,0.0,0.0,2.092356,2.1246588576
2021-01-18,1-2021,3403434,5003451-51,21001785,24,887776-76,40.0,38.54,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.76,0.021535238400000004,0.0,0.0,1.3949040000000001,1.4164392384000002
2021-01-18,1-2021,3403434,5003451-51,21001785,25,949898-98,20.0,19.27,0.01445,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.289,0.00818905776,0.0,0.0,0.5304306,0.53861965776
2021-01-18,1-2021,3403434,5003451-51,21001785,26,933949-49,20.0,25.72,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.38,0.010767619200000002,0.0,0.0,0.6974520000000001,0.7082196192000001
2021-01-18,1-2021,3403434,5003451-51,21001785,27,895956-56,40.0,41.36,0.0178,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.712,0.020175118080000002,0.0,0.0,1.3068047999999999,1.32697991808
2021-01-18,1-2021,3403434,5003451-51,21001785,29,9649051-51,20.0,25.72,0.019,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.38,0.010767619200000002,0.0,0.0,0.6974520000000001,0.7082196192000001
2021-01-18,1-2021,3403434,5003451-51,21001785,32,943452-52,20.0,25.42,0.02061,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.4122,0.011680033248,0.0,0.0,0.7565518800000001,0.7682319132480001
2021-01-18,1-2021,3403434,5003451-51,21001785,33,944017-17,20.0,52.05,0.02615,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.523,0.014819644320000002,0.0,0.0,0.9599142,0.9747338443200001
2021-01-18,1-2021,3403434,5003451-51,21001785,35,880410-10,25.0,26.73,0.029,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.7250000000000001,0.020543484000000004,0.0,0.0,1.3306650000000002,1.3512084840000003
2021-01-18,1-2021,3403434,5003451-51,21001785,36,8755811-11,25.0,61.53,0.02,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.5,0.01416792,0.0,0.0,0.9177000000000001,0.9318679200000001
2021-01-18,1-2021,3403434,5003451-51,21001785,37,880336-36,25.0,19.17,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.42500000000000004,0.012042732000000002,0.0,0.0,0.780045,0.792087732
2021-01-18,1-2021,3403434,5003451-51,21001785,38,875582-82,25.0,19.17,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.42500000000000004,0.012042732000000002,0.0,0.0,0.780045,0.792087732
2021-01-18,1-2021,3403434,5003451-51,21001785,39,896016-16,25.0,9.33,0.0273999999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.6849999999999975,0.01941005039999993,0.0,0.0,1.2572489999999954,1.2766590503999953
2021-01-18,1-2021,3403434,5003451-51,21001785,40,942053-53,25.0,15.64,0.03133,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.7832499999999999,0.02219404668,0.0,0.0,1.4375770499999998,1.4597710966799997
2021-01-18,1-2021,3403434,5003451-51,21001785,41,8755921-21,50.0,20.68,0.018,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.8999999999999999,0.025502255999999997,0.0,0.0,1.6518599999999997,1.6773622559999997
2021-01-18,1-2021,3403434,5003451-51,21001785,42,8803271-71,25.0,12.74,0.024,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.6,0.017001504,0.0,0.0,1.10124,1.118241504
2021-01-18,1-2021,3403434,5003451-51,21001785,43,933872-72,10.0,12.71,0.02744,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.2744,0.0077753544960000006,0.0,0.0,0.50363376,0.511409114496
2021-01-18,1-2021,3403434,5003451-51,21001785,45,889228-28,20.0,12.71,0.01703,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.3406,0.009651187104000002,0.0,0.0,0.62513724,0.6347884271040001
2021-01-18,1-2021,3403434,5003451-51,21001785,47,964859-59,20.0,25.02,0.0545499999999999,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.090999999999998,0.030914401439999944,0.0,0.0,2.0024213999999962,2.0333358014399963
2021-01-18,1-2021,3403434,5003451-51,21001785,49,875710-10,50.0,31.53,0.017,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.8500000000000001,0.024085464000000004,0.0,0.0,1.56009,1.584175464
2021-01-18,1-2021,3403434,5003451-51,21001785,50,905470-70,25.0,27.49,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.8,0.022668672000000004,0.0,0.0,1.46832,1.490988672
2021-01-18,1-2021,3403434,5003451-51,21001785,51,875711-11,25.0,27.49,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.8,0.022668672000000004,0.0,0.0,1.46832,1.490988672
2021-01-18,1-2021,3403434,5003451-51,21001785,52,1199005728-28,24.0,40.92,0.054,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.296,0.036723248640000004,0.0,0.0,2.3786784000000005,2.4154016486400005
2021-01-18,1-2021,3403434,5003451-51,21001785,53,905471-71,25.0,43.5,0.064,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.6,0.04533734400000001,0.0,0.0,2.93664,2.981977344
2021-01-18,1-2021,3403434,5003451-51,21001785,55,841360-60,24.0,27.12,0.125,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,3.0,0.08500752,0.0,0.0,5.5062,5.591207519999999
2021-01-18,1-2021,3403434,5003451-51,21001785,56,841362-62,24.0,30.5,0.18,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,4.32,0.12241082880000001,0.0,0.0,7.928928,8.0513388288
2021-01-18,1-2021,3403434,5003451-51,21001785,57,8128704-04,40.0,38.94,0.02092,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.8368,0.023711430912000002,0.0,0.0,1.5358627200000001,1.559574150912
2021-01-18,1-2021,3403434,5003451-51,21001785,58,8128741-41,50.0,94.82,0.03392,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.696,0.048057584640000005,0.0,0.0,3.1128384000000002,3.16089598464
2021-01-18,1-2021,3403434,5003451-51,21001785,59,924593-93,4.0,455.15,3.6689,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,14.6756,0.41584545350400004,0.0,0.0,26.93559624,27.351441693504
2021-01-18,1-2021,3403434,5003451-51,21001785,60,927818-18,60.0,137.0,0.05689,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,3.4134,0.096721556256,0.0,0.0,6.26495436,6.361675916256
2021-01-18,1-2021,3403434,5003451-51,21001785,63,8794311-11,50.0,109.7,0.0385,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.925,0.054546492,0.0,0.0,3.533145,3.5876914920000003
2021-01-18,1-2021,3403434,5003451-51,21001785,64,900338-38,30.0,34.2,0.0253,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.759,0.021506902560000003,0.0,0.0,1.3930686,1.4145755025600002
2021-01-18,1-2021,3403434,5003451-51,21001785,65,918463-63,30.0,34.2,0.02076,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.6228,0.017647561152000002,0.0,0.0,1.1430871200000001,1.160734681152
2021-01-18,1-2021,3403434,5003451-51,21001785,69,8481541-41,40.0,64.56,0.04,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.6,0.04533734400000001,0.0,0.0,2.93664,2.981977344
2021-01-18,1-2021,3403434,5003451-51,21001785,70,8871561-61,30.0,27.24,0.04395,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.3185,0.03736080504,0.0,0.0,2.4199749,2.45733570504
2021-01-18,1-2021,3403434,5003451-51,21001785,72,9126352-52,30.0,51.6,0.1199,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,3.5970000000000004,0.10192401648000002,0.0,0.0,6.6019338,6.70385781648
2021-01-18,1-2021,3403434,5003451-51,21001785,73,918470-70,30.0,19.67,0.05925,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.7774999999999999,0.0503669556,0.0,0.0,3.2624234999999997,3.3127904555999996
2021-01-18,1-2021,3403434,5003451-51,21001785,74,920293-93,75.0,120.29,0.0915,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,6.8625,0.194454702,0.0,0.0,12.5954325,12.789887202
2021-01-18,1-2021,3403434,5003451-51,21001785,75,937508-08,52.0,122.75,0.139,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,7.228000000000001,0.20481145152000005,0.0,0.0,13.266271200000002,13.471082651520002
2021-01-18,1-2021,3403434,5003451-51,21001785,76,937443-43,20.0,92.6,0.275,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,5.5,0.15584712,0.0,0.0,10.0947,10.25054712
2021-01-18,1-2021,3403434,5003451-51,21001785,77,9020801-01,12.0,36.13,0.1614,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.9367999999999999,0.054880854911999996,0.0,0.0,3.55480272,3.609683574912
2021-01-18,1-2021,3403434,5003451-51,21001785,78,888695-95,25.0,31.4,0.09824,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,2.456,0.06959282304,0.0,0.0,4.507742400000001,4.57733522304
2021-01-18,1-2021,3403434,5003451-51,21001785,79,946442-42,25.0,83.98,0.1827,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,4.5675,0.1294239492,0.0,0.0,8.3831895,8.5126134492
2021-01-18,1-2021,3403434,5003451-51,21001785,80,978004-04,12.0,24.88,0.09824,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.17888,0.0334045550592,0.0,0.0,2.163716352,2.1971209070591997
2021-01-18,1-2021,3403434,5003451-51,21001785,81,8902871-71,25.0,45.77,0.142,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,3.55,0.100592232,0.0,0.0,6.51567,6.616262232
2021-01-18,1-2021,3403434,5003451-51,21001785,82,937513-13,24.0,46.12,0.109,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,2.616,0.07412655744000002,0.0,0.0,4.801406400000001,4.875532957440001
2021-01-18,1-2021,3403434,5003451-51,21001785,83,83256610-10,24.0,18.16,0.0778,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,1.8672,0.052908680448000005,0.0,0.0,3.42705888,3.4799675604480003
2021-01-18,1-2021,3403434,5003451-51,21001785,84,999916-16,20.0,25.72,0.02191,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,0.4382,0.012416765088,0.0,0.0,0.80427228,0.816689045088
2021-01-18,1-2021,3403434,5003451-51,21001785,85,992658-58,60.0,204.82,0.087,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,295.165,0,0,874,1169.165,"Bratislava, Slovakia",48.9575,4.365,48.1482,17.1067,5.22,0.1479130848,0.0,0.0,9.580788,9.7287010848
2021-01-18,1-2021,3403434,5003476-76,21001330,1,8902753-53,75.0,39.72,0.032,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,2.4,0.019549670399999997,0.0,0.0,1.71864,1.7381896704
2021-01-18,1-2021,3403434,5003476-76,21001330,2,8902772-72,75.0,68.85,0.056,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,4.2,0.0342119232,0.0,0.0,3.0076200000000006,3.0418319232000006
2021-01-18,1-2021,3403434,5003476-76,21001330,3,8902742-42,100.0,69.1,0.058,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,5.800000000000001,0.0472450368,0.0,0.0,4.15338,4.2006250368
2021-01-18,1-2021,3403434,5003476-76,21001330,4,964912-12,25.0,10.47,0.0288,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,0.72,0.00586490112,0.0,0.0,0.515592,0.5214569011200001
2021-01-18,1-2021,3403434,5003476-76,21001330,5,861126-26,50.0,27.49,0.015,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,0.75,0.006109272000000001,0.0,0.0,0.5370750000000001,0.5431842720000001
2021-01-18,1-2021,3403434,5003476-76,21001330,6,861127-27,50.0,27.49,0.015,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,0.75,0.006109272000000001,0.0,0.0,0.5370750000000001,0.5431842720000001
2021-01-18,1-2021,3403434,5003476-76,21001330,7,861129-29,50.0,27.49,0.015,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,0.75,0.006109272000000001,0.0,0.0,0.5370750000000001,0.5431842720000001
2021-01-18,1-2021,3403434,5003476-76,21001330,8,861131-31,50.0,27.49,0.015,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,0.75,0.006109272000000001,0.0,0.0,0.5370750000000001,0.5431842720000001
2021-01-18,1-2021,3403434,5003476-76,21001330,9,861133-33,100.0,54.98,0.015,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,1.5,0.012218544000000001,0.0,0.0,1.0741500000000002,1.0863685440000002
2021-01-18,1-2021,3403434,5003476-76,21001330,10,8902764-64,50.0,15.89,0.027,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,1.35,0.010996689600000002,0.0,0.0,0.9667350000000001,0.9777316896000001
2021-01-18,1-2021,3403434,5003476-76,21001330,11,8575614-14,24.0,36.68,0.081,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,1.944,0.015835233024,0.0,0.0,1.3920984,1.407933633024
2021-01-18,1-2021,3403434,5003476-76,21001330,12,937515-15,60.0,152.52,0.146,WAREHOUSE PARIS AREA 1,FRANCE,CHALONS-EN-CHAMPAGNE,84.851,0,0,341,425.851,"Amsterdam, Netherlands",48.9575,4.365,52.3676,4.9041,8.76,0.07135629696000001,0.0,0.0,6.273036000000001,6.3443922969600015
